1	7509884.366	4729000.883	0	1
2	7509927.427	4729033.218	0	2
3	7509927.507	4729033.278	0	3
4	7509964.970	4729061.411	0	4
5	7509935.427	4729100.753	0	5
6	7509897.964	4729072.621	0	6
7	7509897.884	4729072.561	0	7
8	7509854.823	4729040.225	0	8
9	7509861.713	4729031.049	0	9
10	7509861.937	4729031.218	0	10
11	7509877.699	4729010.227	0	11
12	7509877.476	4729010.059	0	12
13	7509884.366	4729000.883	0	13
14	7509855.094	4729038.616	0	14
15	7509853.593	4729040.615	0	15
16	7509855.592	4729042.116	0	16
17	7509857.093	4729040.117	0	17
18	7509861.222	4729041.529	0	18
19	7509858.22	4729045.527	0	19
20	7509860.219	4729047.029	0	20
21	7509863.221	4729043.03	0	21
22	7509866.54	4729045.522	0	22
23	7509863.537	4729049.521	0	23
24	7509865.536	4729051.022	0	24
25	7509868.539	4729047.024	0	25
26	7509871.857	4729049.515	0	26
27	7509868.855	4729053.514	0	27
28	7509870.854	4729055.015	0	28
29	7509873.856	4729051.017	0	29
30	7509877.175	4729053.509	0	30
31	7509874.173	4729057.507	0	31
32	7509876.172	4729059.008	0	32
33	7509879.174	4729055.01	0	33
34	7509882.493	4729057.502	0	34
35	7509879.49	4729061.5	0	35
36	7509881.489	4729063.001	0	36
37	7509884.492	4729059.003	0	37
38	7509887.81	4729061.495	0	38
39	7509884.808	4729065.493	0	39
40	7509886.807	4729066.994	0	40
41	7509889.809	4729062.996	0	41
42	7509893.128	4729065.488	0	42
43	7509890.125	4729069.486	0	43
44	7509892.125	4729070.987	0	44
45	7509895.127	4729066.989	0	45
46	7509898.445	4729069.481	0	46
47	7509895.443	4729073.479	0	47
48	7509897.762	4729075.221	0	48
49	7509900.764	4729071.223	0	49
50	7509904.083	4729073.715	0	50
51	7509901.081	4729077.713	0	51
52	7509903.08	4729079.214	0	52
53	7509906.082	4729075.216	0	53
54	7509909.401	4729077.708	0	54
55	7509906.398	4729081.706	0	55
56	7509908.397	4729083.207	0	56
57	7509911.4	4729079.209	0	57
58	7509914.718	4729081.701	0	58
59	7509911.716	4729085.699	0	59
60	7509913.715	4729087.2	0	60
61	7509916.717	4729083.202	0	61
62	7509920.036	4729085.694	0	62
63	7509917.033	4729089.692	0	63
64	7509919.033	4729091.193	0	64
65	7509922.035	4729087.195	0	65
66	7509925.353	4729089.687	0	66
67	7509922.351	4729093.685	0	67
68	7509924.35	4729095.187	0	68
69	7509927.353	4729091.188	0	69
70	7509930.671	4729093.68	0	70
71	7509927.669	4729097.679	0	71
72	7509929.668	4729099.18	0	72
73	7509932.67	4729095.181	0	73
74	7509935.989	4729097.673	0	74
75	7509932.986	4729101.672	0	75
76	7509934.985	4729103.173	0	76
77	7509937.988	4729099.175	0	77
78	7509939.254	4729096.78	0	78
79	7509937.815	4729095.7	0	79
80	7509938.896	4729094.26	0	80
81	7509940.335	4729095.341	0	81
82	7509942.902	4729091.923	0	82
83	7509941.463	4729090.842	0	83
84	7509942.544	4729089.402	0	84
85	7509943.983	4729090.483	0	85
86	7509946.55	4729087.065	0	86
87	7509945.111	4729085.984	0	87
88	7509946.192	4729084.544	0	88
89	7509947.631	4729085.625	0	89
90	7509949.577	4729083.741	0	90
91	7509952.579	4729079.743	0	91
92	7509950.58	4729078.242	0	92
93	7509947.578	4729082.24	0	93
94	7509944.259	4729079.748	0	94
95	7509947.262	4729075.75	0	95
96	7509945.263	4729074.249	0	96
97	7509942.26	4729078.247	0	97
98	7509938.942	4729075.755	0	98
99	7509941.944	4729071.757	0	99
100	7509939.945	4729070.256	0	100
101	7509936.943	4729074.254	0	101
102	7509933.624	4729071.762	0	102
103	7509936.626	4729067.764	0	103
104	7509934.627	4729066.263	0	104
105	7509931.625	4729070.261	0	105
106	7509928.306	4729067.769	0	106
